strategy,n_grids,attainment_rate_rr_ge_0_35,mean_RR,median_RR,mean_y_pred_base,mean_y_pred_opt,mean_cost_total_million_usd,median_cost_total_million_usd,total_cost_billion_usd,mean_cost_ISA_million_usd,mean_cost_WT_million_usd,mean_cost_LAI_million_usd
达标优先,90895,0.13741885796017164,0.12823769174631577,0.0522545643103665,0.3203865908523448,0.2751011927351532,33.02139471730994,29.86274646373681,3001.4796728298866,4.1286951894078285,17.326163102830506,11.566536425071607
极限减灾,90895,0.13202772582242273,0.139279564683064,0.0522545643103665,0.3203865908523448,0.2715431644262512,33.267836787535956,31.64153865883588,3023.8800248030802,2.5838369492980844,18.641020778316207,12.042979059921663
性价比优先,90895,0.07228517988777645,0.09855010346873308,0.0282356290483983,0.3203865908523448,0.2851930156607545,7.786820585870205,2.965837392299572,707.7830571526723,0.32886978075150475,1.0359015230337516,6.4220492820849495
平衡折中,90895,0.07371548025085269,0.09098582115227193,0.0182398353588139,0.3203865908523448,0.2857961364318546,9.85394761145502,3.077434177691711,895.6745681432039,0.9709949803258726,3.850245994364725,5.032706636764422
