ADCODE99,NAME_EN_JX,n_points,n_points_all_classes,n_points_class_ge_min,summary_selection_mode,mean_score_H0,mean_score_H1,delta_mean,climate_increment_raw_score_mean,susceptibility_prob_delta_mean,change_rate,change_rate_pct,median_score_H0,median_score_H1,delta_median,H0_susceptibility_prob_mean,H1_susceptibility_prob_mean,H0_susceptibility_class_mean,H1_susceptibility_class_mean,susceptibility_class_delta_mean,H0_high_risk_share,H1_high_risk_share,high_risk_share_delta
150000,Inner Mongolia,2656,10652,2656,H0_class_ge_2,0.644812916315428,0.23909338006965664,0.4057195362457714,0.4057195362457714,0.21611836332842077,0.3919025253316433,39.19025253316433,0.6125936750356021,0.17371887720386836,0.4388747978317338,0.5514594812716068,0.33534111794318605,2.8667168674698793,1.1385542168674698,1.7281626506024095,0.6001506024096386,0.1404367469879518,0.45971385542168675
320000,Jiangsu,537,890,537,H0_class_ge_2,0.8910828739312222,0.4199484968347496,0.4711343770964726,0.4711343770964726,0.23672209705458042,0.3530484675972991,35.304846759729905,0.8654961183250593,0.3970940721195637,0.46840204620549564,0.6705087793344989,0.4337866822799185,3.370577281191806,1.893854748603352,1.4767225325884543,0.8249534450651769,0.3947858472998138,0.43016759776536306
510000,Sichuan,388,4780,388,H0_class_ge_2,0.4733180146139011,0.24091446641550407,0.23240354819839704,0.23240354819839704,0.12121367414879342,0.2649248398835392,26.49248398835392,0.45238968073820063,0.21695808802027172,0.2354315927179289,0.4575398599922864,0.336326185843493,2.3092783505154637,1.115979381443299,1.1932989690721647,0.2860824742268041,0.11082474226804123,0.17525773195876287
350000,Fujian,954,1563,954,H0_class_ge_2,0.7622648771064812,0.46338249339723164,0.2988823837092495,0.2988823837092495,0.16080389534475298,0.26208249535166434,26.208249535166434,0.7351243564589289,0.418620552084755,0.3165038043741739,0.6135621348117319,0.45275823946697896,3.220125786163522,2.1320754716981134,1.0880503144654088,0.7851153039832285,0.3259958071278826,0.45911949685534587
130000,Hebei,1099,1687,1099,H0_class_ge_2,0.6821835064573375,0.45353618825503134,0.22864731820230616,0.22864731820230616,0.12646522813489808,0.21986207043516848,21.98620704351685,0.6817851510883957,0.4468272594743383,0.23495789161405733,0.5752025707962636,0.4487373426613655,3.0737033666969973,2.0737033666969973,1.0,0.7388535031847133,0.3794358507734304,0.35941765241128293
340000,Anhui,1019,1340,1019,H0_class_ge_2,0.8014470608427647,0.5255667297708909,0.2758803310718738,0.2758803310718738,0.137402849532676,0.21832176107319787,21.832176107319786,0.7440197832813951,0.5899980121057169,0.15402177117567817,0.6293593861521126,0.4919565366194366,3.2561334641805693,2.395485770363101,0.8606476938174681,0.7909715407262021,0.5544651619234544,0.23650637880274772
620000,Gansu,754,3828,754,H0_class_ge_2,0.4827865034453442,0.32134530101128694,0.16144120243405724,0.16144120243405724,0.09169080414263592,0.19840331167059652,19.840331167059652,0.45131275684551353,0.30943804623829524,0.1418747106072183,0.46214351650978286,0.37045271236714694,2.3090185676392574,1.5225464190981433,0.7864721485411141,0.28249336870026526,0.05172413793103448,0.23076923076923078
110000,Beijing,89,93,89,H0_class_ge_2,0.6648097631943711,0.4701877202858388,0.19462204290853236,0.19462204290853236,0.11009124597333864,0.19425896019337904,19.425896019337905,0.65047008293982,0.4659993101249015,0.18447077281491853,0.5667241596667977,0.45663291369345904,3.0112359550561796,2.2247191011235956,0.786516853932584,0.7752808988764045,0.33707865168539325,0.43820224719101125
410000,Henan,337,1543,337,H0_class_ge_2,0.6186941972364449,0.4120040043045229,0.20669019293192203,0.20669019293192203,0.10243849827018975,0.19233315904325746,19.233315904325746,0.49749639074081475,0.4145442797817922,0.08295211095902255,0.5326096590923795,0.4301711608221897,2.7002967359050447,1.946587537091988,0.7537091988130566,0.43026706231454004,0.3768545994065282,0.053412462908011826
530000,Yunnan,1802,4015,1802,H0_class_ge_2,0.5612375453142341,0.38990294856088487,0.17133459675334922,0.17133459675334922,0.09205956528644904,0.1816976845763476,18.16976845763476,0.5139144734169123,0.36448698717636924,0.14942748624054308,0.5066633925528451,0.41460382726639605,2.6170921198668147,1.8213096559378468,0.7957824639289679,0.46226415094339623,0.30022197558268593,0.1620421753607103
610000,Shaanxi,1464,1977,1464,H0_class_ge_2,0.6145500473316109,0.4425603641981519,0.17198968313345897,0.17198968313345897,0.08922112035796209,0.16821090601918437,16.82109060191844,0.5108395323923505,0.4141400365087171,0.09669949588363336,0.5304122215939225,0.44119110123596045,2.66120218579235,2.014344262295082,0.6468579234972678,0.4474043715846995,0.29849726775956287,0.1489071038251366
230000,Heilongjiang,1129,4159,1129,H0_class_ge_2,0.6351784407566383,0.4684849863843068,0.16669345437233152,0.16669345437233152,0.09014550696373108,0.16508933925058802,16.508933925058802,0.5794570587058061,0.405892260186425,0.1735647985193811,0.5460407520736382,0.45589524510990714,2.8520814880425154,2.112488928255093,0.7395925597874222,0.5686448184233835,0.3534100974313552,0.21523472099202834
330000,Zhejiang,786,963,786,H0_class_ge_2,0.6598127223091799,0.49241795150237383,0.16739477080680604,0.16739477080680604,0.09117771710995948,0.1623006935960471,16.23006935960471,0.643401284882263,0.4976591837732063,0.14574210110905672,0.5617826707314832,0.47060495362152377,2.9796437659033077,2.2544529262086512,0.7251908396946565,0.6857506361323156,0.43256997455470736,0.2531806615776082
China,China,29049,90895,29020,provincewise_H0_class_ge_min_or_all_classes_fallback,0.7163060648064503,1.443269400580828,-0.7269633357743777,-0.7269633357743777,0.08674311222093545,0.14788905379242157,14.788905379242156,0.6608885105512594,0.5334503638841273,0.12743814666713216,0.5865418027671533,0.49979869054621784,3.0330820338049502,2.423732314365383,0.6093497194395674,0.6607456366828462,0.4991565974732349,0.16158903920961137
430000,Hunan,1806,2154,1806,H0_class_ge_2,0.8658995561624693,0.6714225410755483,0.19447701508692095,0.19447701508692095,0.09664721060478954,0.1454791963509429,14.547919635094289,0.8544818601066104,0.7046146712317773,0.14986718887483308,0.6643369844554625,0.567689773850673,3.4545957918050942,2.959579180509413,0.4950166112956813,0.8571428571428571,0.7081949058693244,0.14894795127353266
640000,Ningxia,138,484,138,H0_class_ge_2,0.5442255853403086,0.4291878499919465,0.11503773534836215,0.11503773534836215,0.06623468560015128,0.1342592930821463,13.425929308214629,0.45941531776122835,0.27886227265833197,0.18055304510289638,0.49333408570552884,0.42709940010537756,2.4782608695652173,1.818840579710145,0.6594202898550723,0.32608695652173914,0.2463768115942029,0.07971014492753623
360000,Jiangxi,1386,1697,1386,H0_class_ge_2,0.8928021889399597,0.7125078434773203,0.18029434546263934,0.18029434546263934,0.08948019516662953,0.13222013273041006,13.222013273041005,0.9070173168597817,0.7432935904529319,0.16372372640684985,0.6767516664733273,0.5872714713066978,3.4855699855699855,3.0295815295815296,0.45598845598845594,0.8528138528138528,0.7113997113997114,0.14141414141414144
210000,Liaoning,1106,1281,1106,H0_class_ge_2,0.8661892069379427,0.6987398759226113,0.16744933101533133,0.16744933101533133,0.08469379049637982,0.12724755010815167,12.724755010815167,0.8747677213666312,0.6982194414698986,0.1765482798967326,0.6655828770329638,0.580889086536584,3.477396021699819,3.0216998191681737,0.45569620253164533,0.8580470162748643,0.7377938517179023,0.120253164556962
650000,Xinjiang,2218,15235,2218,H0_class_ge_2,0.5019233355671426,12.10942135621712,-11.607498020649977,-11.607498020649977,0.05733254079823824,0.12112560743918661,12.112560743918662,0.47007509932305125,0.3746245792929721,0.09545052003007914,0.47333129641494776,0.4159987556167095,2.391794409377818,1.860234445446348,0.5315599639314699,0.33318304779080254,0.18890892696122633,0.14427412082957622
500000,Chongqing,767,820,767,H0_class_ge_2,0.7724133264605964,0.6430478081568741,0.12936551830372223,0.12936551830372223,0.06544075318330933,0.10601543347613265,10.601543347613266,0.7251811821100715,0.641109334567628,0.08407184754244357,0.6172757214452371,0.5518349682619278,3.2190352020860495,2.834419817470665,0.3846153846153846,0.7940026075619296,0.6453715775749674,0.1486310299869622
370000,Shandong,1073,1397,1073,H0_class_ge_2,1.0033669742077456,0.8437248160430109,0.1596421581647347,0.1596421581647347,0.07656050678720228,0.10582784620182475,10.582784620182476,1.1745590053936663,0.8126187495184816,0.36194025587518475,0.7234438716743171,0.6468833648871148,3.582479030754893,3.281453867660764,0.30102516309412897,0.8704566635601119,0.8014911463187325,0.06896551724137934
140000,Shanxi,1127,1459,1127,H0_class_ge_2,0.9432380805684637,0.7787123472706128,0.16452573329785092,0.16452573329785092,0.07113597825372342,0.10193473153117542,10.193473153117543,0.9918768302180325,0.8291042566678802,0.1627725735501523,0.6978581017988692,0.6267221235451458,3.5341614906832297,3.364685004436557,0.16947648624667266,0.8553682342502218,0.8411712511091393,0.014196983141082531
440000,Guangdong,1414,1747,1414,H0_class_ge_2,0.8168992784520547,0.6989426660757267,0.11795661237632793,0.11795661237632793,0.05683790064303118,0.08902199712951168,8.902199712951168,0.8105255139159694,0.705919046524172,0.10460646739179735,0.6384702935875705,0.5816323929445393,3.3132956152758135,3.031117397454031,0.28217821782178243,0.772984441301273,0.7284299858557284,0.044554455445544594
310000,Shanghai,29,29,0,all_classes_fallback,-0.029712967060249923,-0.07375626391909612,0.0440432968588462,0.0440432968588462,0.017028717205801902,0.08082872903325343,8.082872903325343,-0.03260142038875635,-0.07928108758274455,0.046679667193988195,0.21067654297516153,0.19364782576935963,0.1724137931034483,0.1724137931034483,0.0,0.0,0.0,0.0
420000,Hubei,1224,1810,1224,H0_class_ge_2,0.7177359320737449,0.6375363352720235,0.0801995968017214,0.0801995968017214,0.039748474187738414,0.06734076265501422,6.734076265501423,0.6886270570818902,0.6653563875233846,0.023270669558505652,0.5902587470143349,0.5505102728265965,3.099673202614379,2.852124183006536,0.24754901960784315,0.7214052287581699,0.6699346405228758,0.05147058823529416
120000,Tianjin,48,94,48,H0_class_ge_2,0.523623886411692,0.4749367617175601,0.04868712469413189,0.04868712469413189,0.02704499557476636,0.05568248703041268,5.568248703041268,0.48513309734520355,0.43842503959226486,0.04670805775293868,0.4857002087567482,0.4586552131819818,2.4791666666666665,2.25,0.22916666666666652,0.3541666666666667,0.3125,0.041666666666666685
460000,Hainan,16,377,16,H0_class_ge_2,0.5818142377741069,0.5581689457772272,0.023645291996879703,0.023645291996879703,0.011579444838021868,0.022512007166299277,2.2512007166299277,0.4532002737312031,0.44240220834976807,0.010798065381435018,0.5143674996406551,0.5027880548026332,2.6875,2.5,0.1875,0.375,0.4375,-0.0625
630000,Qinghai,129,6855,129,H0_class_ge_2,0.4715700396116632,0.5300408644171948,-0.05847082480553156,-0.05847082480553156,-0.007913969537854781,-0.017427856841026233,-1.7427856841026232,0.3953166981977086,0.39430259936397205,0.001014098833736543,0.45409883785737876,0.46201280739523354,2.310077519379845,2.317829457364341,-0.007751937984496138,0.23255813953488372,0.24031007751937986,-0.007751937984496138
450000,Guangxi,1663,2496,1663,H0_class_ge_2,0.7898221507383332,0.8089805372197811,-0.019158386481447964,-0.019158386481447964,-0.013852327827404864,-0.022050314082549025,-2.2050314082549023,0.7868621213399425,0.8528250547689428,-0.06596293342900028,0.6282145358812744,0.6420668637086793,3.3102826217678896,3.459410703547805,-0.14912808177991543,0.7973541791942274,0.8779314491882141,-0.08057726999398673
220000,Jilin,379,1759,379,H0_class_ge_2,0.5837322999783046,0.6206867982565983,-0.03695449827829378,-0.03695449827829378,-0.016780260290824467,-0.032474457435330686,-3.247445743533069,0.5145943766796806,0.5556312412824242,-0.041036864602743695,0.5167218058759107,0.5335020661667351,2.649076517150396,2.6754617414248023,-0.026385224274406482,0.45646437994722955,0.554089709762533,-0.09762532981530347
540000,Tibet,80,11904,80,H0_class_ge_2,0.8115712027254357,0.995972304007528,-0.1844011012820923,-0.1844011012820923,-0.023077325972085894,-0.036669417875953604,-3.6669417875953605,0.7541995408055969,0.7541118919928442,8.76488127526942e-05,0.6293343965849841,0.65241172255707,3.1375,3.15,-0.012499999999999734,0.675,0.6875,-0.012499999999999956
520000,Guizhou,1432,1807,1432,H0_class_ge_2,0.66604733230382,0.7766291237648894,-0.11058179146106939,-0.11058179146106939,-0.05863076828466707,-0.10352662587001692,-10.352662587001692,0.6617952860482575,0.7999477280712021,-0.13815244202294452,0.5663351605632454,0.6249659288479125,3.047486033519553,3.3456703910614527,-0.29818435754189965,0.7199720670391061,0.8386871508379888,-0.11871508379888274
