ADCODE99,NAME_EN_JX,n_points,n_points_all_classes,n_points_class_ge_min,summary_selection_mode,mean_score_H0,mean_score_H1,delta_mean,climate_increment_raw_score_mean,susceptibility_prob_delta_mean,change_rate,change_rate_pct,median_score_H0,median_score_H1,delta_median,H0_susceptibility_prob_mean,H1_susceptibility_prob_mean,H0_susceptibility_class_mean,H1_susceptibility_class_mean,susceptibility_class_delta_mean,H0_high_risk_share,H1_high_risk_share,high_risk_share_delta
410000,Henan,563,1543,563,H0_class_ge_2,0.6612158011612157,0.28295705499781537,0.37825874616340033,0.37825874616340033,0.19900775817304767,0.3563157864653272,35.63157864653272,0.595084192407501,0.24336270875765775,0.35172148364984324,0.5585151310505098,0.3595073728774621,2.895204262877442,1.3960923623445827,1.4991119005328595,0.6021314387211367,0.1882770870337478,0.41385435168738893
320000,Jiangsu,519,890,519,H0_class_ge_2,0.8981947119185066,0.4335779871526006,0.46461672476590604,0.46461672476590604,0.23028310554136644,0.3434057722263057,34.34057722263057,0.9264772750321297,0.4034397097961153,0.5230375652360144,0.6705860068933525,0.440302901351986,3.315992292870906,1.9402697495183043,1.3757225433526015,0.7456647398843931,0.4007707129094412,0.34489402697495186
150000,Inner Mongolia,1884,10652,1884,H0_class_ge_2,0.6920096312285363,0.3293581311816975,0.3626515000468388,0.3626515000468388,0.19593817466324115,0.34071059256833797,34.0710592568338,0.6594020350824159,0.2503560358833088,0.4090459991991071,0.5750868301047637,0.37914865544152254,2.988853503184713,1.477176220806794,1.5116772823779192,0.6459660297239915,0.21231422505307856,0.43365180467091297
510000,Sichuan,411,4780,411,H0_class_ge_2,0.4455865402251972,0.22702170503492639,0.21856483519027084,0.21856483519027084,0.11318497993628135,0.25651390406721697,25.651390406721696,0.41872745005124923,0.181543859336186,0.23718359071506323,0.4412430598951951,0.32805807995891373,2.1824817518248176,1.0851581508515815,1.0973236009732361,0.15815085158150852,0.0948905109489051,0.06326034063260341
310000,Shanghai,1,29,1,H0_class_ge_2,0.34266002102453363,0.1563589913665453,0.18630102965798834,0.18630102965798834,0.09708996348172738,0.2539799459193425,25.397994591934246,0.34266002102453363,0.1563589913665453,0.18630102965798834,0.38227413243312,0.2851841689513926,2.0,1.0,1.0,0.0,0.0,0.0
620000,Gansu,687,3828,687,H0_class_ge_2,0.49880650014625394,0.29523642019462165,0.2035700799516323,0.2035700799516323,0.11567920098298151,0.2453354554994302,24.53354554994302,0.4726621278437949,0.2674745363303207,0.2051875915134742,0.47151440360502717,0.35583520262204565,2.385735080058224,1.3682678311499272,1.0174672489082968,0.35953420669577874,0.055312954876273655,0.3042212518195051
340000,Anhui,962,1340,962,H0_class_ge_2,0.8125028500480488,0.520599479645709,0.2919033704023398,0.2919033704023398,0.14221463255579908,0.22466045834452364,22.466045834452363,0.7324930843762608,0.6068097381739324,0.12568334620232846,0.6330203080851399,0.4908056755293408,3.225571725571726,2.372141372141372,0.8534303534303538,0.7806652806652806,0.5665280665280665,0.2141372141372141
530000,Yunnan,1698,4015,1698,H0_class_ge_2,0.5738239100875312,0.3751389367831526,0.19868497330437862,0.19868497330437862,0.10780807910059936,0.2099270930367054,20.99270930367054,0.528733339614875,0.3342950180294587,0.1944383215854163,0.513550097517662,0.40574201841706264,2.6548881036513547,1.7520612485276796,0.9028268551236751,0.4905771495877503,0.26442873969375735,0.22614840989399293
230000,Heilongjiang,1227,4159,1227,H0_class_ge_2,0.6512910327467708,0.4405156639084285,0.2107753688383423,0.2107753688383423,0.10987488473448598,0.19819765775262327,19.819765775262326,0.6036533469731453,0.42121216759748226,0.18244117937566307,0.5543702482681419,0.4444953635336559,2.895680521597392,2.0073349633251834,0.8883455582722086,0.5851670741646292,0.3610431947840261,0.22412387938060313
350000,Fujian,890,1563,890,H0_class_ge_2,0.7038941355796723,0.5133421535907357,0.19055198198893664,0.19055198198893664,0.10393921947007784,0.1783773459199406,17.83773459199406,0.6760114008709941,0.45069721491052883,0.22531418596046526,0.5826929363369264,0.4787537168668486,3.041573033707865,2.297752808988764,0.743820224719101,0.6898876404494382,0.3808988764044944,0.3089887640449438
