ADCODE99,NAME_EN_JX,n_points,mean_prob_2020,mean_prob_current,delta_mean,change_rate,change_rate_pct,median_prob_2020,median_prob_current,delta_median
220000,Jilin,1757,0.5973505075773856,0.6148353999647839,0.017484892387398254,0.029270741659381816,2.9270741659381816,0.6271334627065718,0.6555511178393119,0.028417655132740083
150000,Inner Mongolia,10650,0.557251193483096,0.566578619406899,0.009327425923802979,0.016738278953701193,1.6738278953701193,0.5163630605783429,0.5205223418721523,0.00415928129380938
230000,Heilongjiang,4152,0.5495589560622323,0.5582663034672319,0.008707347404999677,0.015844246206795788,1.584424620679579,0.4925856442373556,0.48771934139619816,-0.004866302841157466
110000,Beijing,91,0.6007947687960565,0.608571102248272,0.007776333452215511,0.012943410722098406,1.2943410722098405,0.5740389713467313,0.585517581580336,0.011478610233604636
130000,Hebei,1667,0.6094082430729888,0.6171546975819551,0.007746454508966272,0.012711437032594388,1.2711437032594388,0.6647103473409913,0.6999367201834823,0.03522637284249097
210000,Liaoning,1263,0.5759524754538403,0.5831403739616245,0.0071878985077842295,0.01248002016506708,1.248002016506708,0.596945580990312,0.6103758215726055,0.013430240582293473
640000,Ningxia,484,0.5549030414398622,0.5608114747718137,0.005908433331951457,0.010647685975229575,1.0647685975229575,0.5478318753759818,0.5529085468393086,0.005076671463326798
120000,Tianjin,87,0.5715781007979474,0.5769934372403742,0.005415336442426866,0.00947435955797961,0.947435955797961,0.6100795165074671,0.6193661910688669,0.009286674561399866
620000,Gansu,3828,0.5199574824685087,0.5237330485016582,0.0037755660331495466,0.0072612976261539125,0.7261297626153912,0.5117283963178034,0.5141461434049298,0.0024177470871263873
140000,Shanxi,1457,0.5316142870468861,0.5347251109846561,0.0031108239377700686,0.005851656009944119,0.5851656009944118,0.5673749746816155,0.5762593795232116,0.008884404841596139
500000,Chongqing,815,0.6126089318491758,0.6153452013834902,0.002736269534314495,0.004466584458791672,0.4466584458791672,0.5792195357361283,0.5850018374786331,0.005782301742504825
420000,Hubei,1808,0.7706695391811876,0.7739260136463164,0.003256474465128778,0.004225513400450056,0.4225513400450056,0.8967581211341809,0.9085971073691804,0.011838986234999571
520000,Guizhou,1807,0.6141712483008023,0.6167202053376585,0.002548957036856203,0.004150238299022103,0.41502382990221026,0.6974696353037495,0.7100833610262076,0.012613725722458113
450000,Guangxi,2495,0.5952488320638996,0.5969487820965285,0.0016999500326289052,0.002855864541110795,0.2855864541110795,0.6919999434085768,0.7036226066713493,0.011622663262772504
330000,Zhejiang,946,0.6822923563159417,0.6842154433207396,0.0019230870047979298,0.002818567417612146,0.2818567417612146,0.8037024841929996,0.8153817364110767,0.011679252218077085
100000,China,90396,0.5078125374466806,0.5091953184995307,0.0013827810528500573,0.002723014795583393,0.27230147955833933,0.5,0.5,0.0
340000,Anhui,1337,0.6932145055264363,0.6950736871376425,0.0018591816112062398,0.0026819715923202627,0.26819715923202625,0.8849305214546568,0.8963884907293609,0.011457969274704105
360000,Jiangxi,1697,0.4703986170394241,0.4710022775073088,0.0006036604678846813,0.0012832955838262775,0.12832955838262775,0.47981055022931385,0.47867415762556015,-0.0011363926037536998
320000,Jiangsu,881,0.6034124914518662,0.6035517211109404,0.0001392296590742026,0.0002307371177205881,0.02307371177205881,0.8396849173176599,0.8502267087933658,0.010541791475705886
310000,Shanghai,27,0.9948313848416803,0.9947868864544851,-4.4498387195224254e-05,-4.4729577165788576e-05,-0.0044729577165788575,0.9965371520843918,0.996261390726979,-0.00027576135741280705
530000,Yunnan,4015,0.5411121766855761,0.5410197638758368,-9.24128097392618e-05,-0.00017078309031097648,-0.01707830903109765,0.5422356296624189,0.5436113695372659,0.0013757398748469596
410000,Henan,1539,0.554455709378315,0.5542357564541427,-0.0002199529241723175,-0.00039670062090070335,-0.03967006209007033,0.5334995006685881,0.5360105378879204,0.002511037219332324
630000,Qinghai,6854,0.4908000253430576,0.49049845251803675,-0.00030157282502085714,-0.0006144515269942475,-0.06144515269942475,0.5,0.5,0.0
540000,Tibet,11904,0.4985282787244525,0.4982031948918733,-0.00032508383257917606,-0.0006520870459163201,-0.06520870459163201,0.5,0.5,0.0
440000,Guangdong,1730,0.38880792167598344,0.3878880570995369,-0.0009198645764465496,-0.0023658586288093355,-0.23658586288093356,0.296986247907949,0.28979832958910867,-0.007187918318840303
370000,Shandong,1387,0.2920047215143034,0.29073499679170295,-0.0012697247226004515,-0.004348302027500799,-0.4348302027500799,0.06294434065293518,0.0545332859867635,-0.008411054666171681
650000,Xinjiang,15235,0.483196346226841,0.47979723034266686,-0.003399115884174131,-0.007034647324461316,-0.7034647324461316,0.49859911126946027,0.49791282014024607,-0.0006862911292142004
510000,Sichuan,4777,0.41749087982040983,0.41407753877693676,-0.0034133410434730727,-0.008175845769233029,-0.8175845769233029,0.48204040760276873,0.4807698636102045,-0.0012705439925642104
430000,Hunan,2153,0.3198631346146382,0.31568091993848924,-0.0041822146761489876,-0.013075013102674672,-1.3075013102674673,0.14011399629507118,0.12486414422904131,-0.01524985206602987
610000,Shaanxi,1976,0.3679883544954392,0.3609987820364081,-0.00698957245903109,-0.01899400449401373,-1.8994004494013732,0.2830657118090517,0.2676356084983281,-0.015430103310723586
460000,Hainan,377,0.19605982672439515,0.19197296487281348,-0.0040868618515816635,-0.020844973291375184,-2.0844973291375184,0.19414525690096984,0.18995090432440734,-0.0041943525765625045
350000,Fujian,1200,0.0773416253146696,0.07217648902683083,-0.0051651362878387674,-0.06678339467038692,-6.678339467038692,0.03594390413812938,0.030568896130420263,-0.005375008007709119
