Time,ssp1,ssp2,ssp3,ssp4,ssp5
2020,0.0,0.0,0.0,0.0,0.0
2040,12.733389157657045,8.254823263856759,8.833852652386803,9.686384267365458,9.770710279474029
2060,4.731488481990373,9.468944398152823,11.2410077863587,15.025735574430698,20.44911097308851
2080,7.4239175901293715,32.44816993531096,23.53400003764427,23.232700831017368,27.470306432464447
2100,12.439449775953689,28.084709945295717,25.401602223075585,37.54964609936959,54.80387060969496
