false_positive_rate,true_positive_rate_mean,true_positive_rate_p05,true_positive_rate_p95
0.5461847389558232,0.9974348424331504,0.9959048605280061,0.9986844901319186
0.5502008032128514,0.9974677988763213,0.9959158873333549,0.9987025306760955
0.5542168674698794,0.9974981315076467,0.9959269141387037,0.9987205712202724
0.5582329317269076,0.9975255533020806,0.995999231199551,0.9987386117644492
0.5622489959839357,0.9975461458546658,0.9960123076783925,0.9987566523086262
0.5662650602409638,0.9975653603471463,0.9960393405137659,0.9987746928528031
0.570281124497992,0.9975842626558119,0.9960678106831446,0.998793303807464
0.57429718875502,0.9976029250176509,0.9960898980438704,0.9988119690043724
0.5783132530120482,0.9976215553721762,0.9961119854045962,0.9988306342012809
0.5823293172690762,0.9976407266164903,0.9961340727653221,0.9988492993981893
0.5863453815261044,0.9976599223557833,0.9961561601260479,0.9988679645950977
0.5903614457831324,0.9976839764231725,0.9962276709425958,0.9988883037141403
0.5943775100401606,0.9977074084933873,0.9962669804951694,0.9989101658487002
0.5983935742971886,0.9977277748313924,0.9962876493003439,0.9989320279832601
0.6024096385542168,0.9977475958221947,0.9963083181055183,0.9989538901178201
0.606425702811245,0.9977681275354544,0.9963289869106929,0.99897575225238
0.610441767068273,0.9977898117269032,0.9963496557158674,0.99899761438694
0.6144578313253012,0.9978109594147796,0.9963703245210419,0.9990194765214999
0.6184738955823292,0.997832798050603,0.9963909933262164,0.9990413386560598
0.6224899598393574,0.9978567023771483,0.996411662131391,0.9990632007906198
0.6265060240963854,0.9978855224871225,0.9964323309365654,0.9990850629251797
0.6305220883534136,0.9979141605036351,0.9964738051372177,0.9991069250597397
0.6345381526104417,0.9979427843743025,0.9965203152437364,0.9991287871942997
0.6385542168674698,0.9979659180782319,0.9965668253502551,0.9991474298598492
0.642570281124498,0.9979891931607712,0.9966133354567738,0.9991612662938412
0.646586345381526,0.998014841617058,0.9966598455632925,0.9991757147286385
0.6506024096385542,0.9980407453284699,0.9967063556698111,0.9991904307829441
0.6546184738955823,0.9980638189807444,0.9967474613849788,0.9992051468372498
0.6586345381526104,0.9980861602659337,0.9967791156175062,0.9992198628915554
0.6626506024096385,0.9981090147406306,0.9968160430691582,0.9992326264912574
0.6666666666666666,0.9981318162663091,0.9968539473183349,0.999241761890171
0.6706827309236947,0.9981548466108218,0.9968918515675116,0.9992508972890846
0.6746987951807228,0.9981779892673586,0.9969297558166883,0.9992600326879981
0.6787148594377509,0.9982005519358123,0.9969676600658649,0.9992691680869118
0.6827309236947791,0.9982230450366143,0.9970055643150416,0.9992783034858254
0.6867469879518072,0.9982455381374167,0.9970434685642183,0.9992874388847389
