split,acc_mean,acc_std,acc_median,acc_min,acc_max,bacc_mean,bacc_std,bacc_median,bacc_min,bacc_max,prec_mean,prec_std,prec_median,prec_min,prec_max,rec_mean,rec_std,rec_median,rec_min,rec_max,f1_mean,f1_std,f1_median,f1_min,f1_max,auc_roc_mean,auc_roc_std,auc_roc_median,auc_roc_min,auc_roc_max,ap_mean,ap_std,ap_median,ap_min,ap_max,brier_mean,brier_std,brier_median,brier_min,brier_max
test,0.9076642587815635,0.003602588052116004,0.9072716465226868,0.8983554586883297,0.9155934218347533,0.9076469048164943,0.0036058087145701017,0.907252711428278,0.8983268965079712,0.9155837344241958,0.8922372609282909,0.006487415485746217,0.8931779838651956,0.8760147601476015,0.9029764205643602,0.9275896333576351,0.004615792750779615,0.9269596199524941,0.9204275534441805,0.9401980198019801,0.909546937168849,0.0033016193093715856,0.9091084960718974,0.9012892053107562,0.916991426344505,0.9683044942160577,0.0017799368189102512,0.9688088386924341,0.9631774016707794,0.9714394516374715,0.9619384517615376,0.003031574531123232,0.9622083589915035,0.9539324457633199,0.9671001737059837,0.06802931748037432,0.001897194055282552,0.06790544380467892,0.06458955254256142,0.0738974528193514
train,0.9243599965152454,0.0011229669984113594,0.9242086491306286,0.9219794917521177,0.9269827116461089,0.9243460803938095,0.0011229498341265211,0.9241961639271499,0.9219668798189062,0.9269694775167363,0.9113667966743597,0.0014245550596872368,0.9114075675743003,0.9086744918408245,0.9144148475814983,0.9403013145946975,0.0016656421073027573,0.9401662872414135,0.9361575769573394,0.9439714907939022,0.9256067674245994,0.00111077015121853,0.9255482141780218,0.9231894659839064,0.9281676413255361,0.9810058410395978,0.0003211470421530595,0.9809796656726721,0.9804084372847807,0.9818887309777407,0.980124710158617,0.0004963632761221589,0.9801298548521966,0.9791751341215967,0.9812371865449921,0.056428591142565265,0.0004201095052057775,0.05648145136841415,0.05517773660086305,0.05720502916925405
